,Wound,Experiment,Folder Name,Path,Count
14,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-16-08,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-16-08/2023-01-29-16-08-52.jpg,11
15,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-17-33,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-17-33/2023-01-29-17-34-50.jpg,11
16,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-14-35,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-14-35/2023-01-29-14-35-50.jpg,11
17,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-57,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-57/2023-01-29-15-58-43.jpg,11
18,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-06,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-06/2023-01-29-15-06-41.jpg,11
19,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-18-04,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-18-04/2023-01-29-18-06-12.jpg,11
20,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-16,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-16/2023-01-29-15-17-33.jpg,11
21,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-14-25,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-14-25/2023-01-29-14-25-54.jpg,11
22,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-47,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-47/2023-01-29-15-48-22.jpg,11
23,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-17-11,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-17-11/2023-01-29-17-11-39.jpg,11
24,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-17-44,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-17-44/2023-01-29-17-44-15.jpg,11
25,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-17-54,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-17-54/2023-01-29-17-55-01.jpg,11
26,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-14-15,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-14-15/2023-01-29-14-15-58.jpg,11
27,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-14-45,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-14-45/2023-01-29-14-46-51.jpg,11
28,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-20-22,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-20-22/2023-01-29-20-22-52.jpg,11
29,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-27,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-27/2023-01-29-15-27-41.jpg,9
30,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-17-00,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-17-00/2023-01-29-17-01-56.jpg,11
31,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-15-37,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-15-37/2023-01-29-15-38-39.jpg,11
32,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-18-25,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-18-25/2023-01-29-18-25-41.jpg,12
33,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-14-04,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-14-04/2023-01-29-14-05-14.jpg,11
34,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-20-12,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-20-12/2023-01-29-20-12-26.jpg,11
35,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-20-02,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-20-02/2023-01-29-20-03-11.jpg,11
36,Wound_2,20230131-20230207 Swine Expt-8,2023-01-29-18-15,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_2/2023-01-29-18-15/2023-01-29-18-16-18.jpg,11
37,Wound_6,20230131-20230207 Swine Expt-8,2023-01-25-19-06,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_6/2023-01-25-19-06/2023-01-25-19-06-51.jpg,11
38,Wound_6,20230131-20230207 Swine Expt-8,2023-01-25-19-16,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_6/2023-01-25-19-16/2023-01-25-19-17-35.jpg,11
39,Wound_6,20230131-20230207 Swine Expt-8,2023-01-25-19-36,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_6/2023-01-25-19-36/2023-01-25-19-36-58.jpg,1
40,Wound_6,20230131-20230207 Swine Expt-8,2023-01-25-19-26,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_6/2023-01-25-19-26/2023-01-25-19-26-51.jpg,11
41,Wound_6,20230131-20230207 Swine Expt-8,2023-01-25-18-55,/20230131-20230207 Swine Expt-8/TA2 wound picture by device camera_original name/Wound photo_sorted by wound/Wound_6/2023-01-25-18-55/2023-01-25-18-57-05.jpg,2
