,Wound,Experiment,Folder Name,Path,Count
21,Wound_6,Expt_6,2022-12-06-20-34,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-34/2022-12-06-20-34-50.jpg,5
22,Wound_6,Expt_6,2022-12-06-23-28,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-23-28/2022-12-06-23-28-42.jpg,5
23,Wound_6,Expt_6,2022-12-06-22-13,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-13/2022-12-06-22-14-07.jpg,5
24,Wound_6,Expt_6,2022-12-06-21-43,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-43/2022-12-06-21-44-18.jpg,5
25,Wound_6,Expt_6,2022-12-06-19-50,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-19-50/2022-12-06-19-50-56.jpg,5
26,Wound_6,Expt_6,2022-12-06-21-12,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-12/2022-12-06-21-13-19.jpg,5
27,Wound_6,Expt_6,2022-12-06-23-21,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-23-21/2022-12-06-23-21-36.jpg,5
28,Wound_6,Expt_6,2022-12-06-21-57,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-57/2022-12-06-21-58-12.jpg,5
29,Wound_6,Expt_6,2022-12-06-20-19,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-19/2022-12-06-20-20-12.jpg,5
30,Wound_6,Expt_6,2022-12-06-22-36,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-36/2022-12-06-22-37-22.jpg,5
31,Wound_6,Expt_6,2022-12-06-20-05,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-05/2022-12-06-20-05-43.jpg,5
32,Wound_5,Expt_6,2022-12-06-22-32,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-32/2022-12-06-22-32-55.jpg,5
33,Wound_5,Expt_6,2022-12-06-23-09,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-23-09/2022-12-06-23-10-04.jpg,5
34,Wound_5,Expt_6,2022-12-06-20-15,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-15/2022-12-06-20-16-12.jpg,5
35,Wound_5,Expt_6,2022-12-06-20-01,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-01/2022-12-06-20-01-43.jpg,5
36,Wound_5,Expt_6,2022-12-06-21-53,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-53/2022-12-06-21-53-58.jpg,10
37,Wound_5,Expt_6,2022-12-06-22-47,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-47/2022-12-06-22-48-10.jpg,5
38,Wound_5,Expt_6,2022-12-06-22-17,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-17/2022-12-06-22-18-09.jpg,5
39,Wound_5,Expt_6,2022-12-06-20-30,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-30/2022-12-06-20-30-50.jpg,5
40,Wound_5,Expt_6,2022-12-06-23-24,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-23-24/2022-12-06-23-24-52.jpg,5
41,Wound_5,Expt_6,2022-12-06-20-38,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-38/2022-12-06-20-38-04.jpg,5
42,Wound_5,Expt_6,2022-12-06-20-08,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-08/2022-12-06-20-09-05.jpg,5
43,Wound_5,Expt_6,2022-12-06-19-38,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-19-38/2022-12-06-19-38-53.jpg,5
44,Wound_5,Expt_6,2022-12-06-20-45,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-45/2022-12-06-20-46-01.jpg,5
45,Wound_5,Expt_6,2022-12-06-21-23,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-23/._2022-12-06-21-24-17.jpg,10
46,Wound_5,Expt_6,2022-12-06-21-39,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-39/2022-12-06-21-39-16.jpg,10
47,Wound_5,Expt_6,2022-12-06-22-25,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-25/2022-12-06-22-25-48.jpg,5
48,Wound_5,Expt_6,2022-12-06-21-31,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-31/2022-12-06-21-31-48.jpg,10
49,Wound_5,Expt_6,2022-12-06-23-02,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-23-02/2022-12-06-23-02-49.jpg,5
50,Wound_5,Expt_6,2022-12-06-22-40,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-40/2022-12-06-22-40-19.jpg,5
51,Wound_5,Expt_6,2022-12-06-19-53,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-19-53/2022-12-06-19-53-44.jpg,5
52,Wound_5,Expt_6,2022-12-06-22-01,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-01/._2022-12-06-22-02-40.jpg,10
53,Wound_5,Expt_6,2022-12-06-23-32,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-23-32/._2022-12-06-23-32-32.jpg,10
54,Wound_5,Expt_6,2022-12-06-22-09,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-09/2022-12-06-22-09-34.jpg,5
55,Wound_5,Expt_6,2022-12-06-21-15,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-15/2022-12-06-21-15-32.jpg,5
56,Wound_5,Expt_6,2022-12-06-21-45,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-45/._2022-12-06-21-45-44.jpg,10
57,Wound_5,Expt_6,2022-12-06-20-23,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-23/2022-12-06-20-23-35.jpg,5
58,Wound_5,Expt_6,2022-12-06-22-55,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-22-55/2022-12-06-22-55-17.jpg,5
59,Wound_5,Expt_6,2022-12-06-21-00,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-00/2022-12-06-21-01-05.jpg,5
60,Wound_5,Expt_6,2022-12-06-19-46,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-19-46/2022-12-06-19-46-38.jpg,5
61,Wound_5,Expt_6,2022-12-06-21-08,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-21-08/._2022-12-06-21-09-49.jpg,10
62,Wound_5,Expt_6,2022-12-06-23-17,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-23-17/2022-12-06-23-17-28.jpg,5
63,Wound_5,Expt_6,2022-12-06-20-52,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_5/2022-12-06-20-52/2022-12-06-20-53-21.jpg,5
64,Wound_2,Expt_6,2022-12-11-15-00,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-15-00/2022-12-11-15-01-22.jpg,5
65,Wound_2,Expt_6,2022-12-11-15-08,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-15-08/2022-12-11-15-09-06.jpg,5
66,Wound_2,Expt_6,2022-12-11-13-34,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-13-34/2022-12-11-13-34-55.jpg,5
67,Wound_2,Expt_6,2022-12-11-16-10,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-16-10/2022-12-11-16-10-41.jpg,5
68,Wound_2,Expt_6,2022-12-11-13-20,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-13-20/2022-12-11-13-20-34.jpg,5
69,Wound_2,Expt_6,2022-12-11-16-24,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-16-24/2022-12-11-16-24-52.jpg,5
70,Wound_2,Expt_6,2022-12-11-14-52,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-14-52/2022-12-11-14-53-25.jpg,5
71,Wound_2,Expt_6,2022-12-11-15-24,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-15-24/2022-12-11-15-24-48.jpg,5
72,Wound_2,Expt_6,2022-12-11-13-49,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-13-49/2022-12-11-13-50-18.jpg,5
73,Wound_2,Expt_6,2022-12-11-16-39,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_1/Wound_2/2022-12-11-16-39/2022-12-11-16-40-14.jpg,5
